date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:27:28	143046/143046	---M-Z	200	added ('OK')	application/javascript	etag:W/%2222ec6-XzsUsOzWFyz4l8ZPrexzRg1u7sI%22	https://cdn.jsdelivr.net/npm/swiper@10/swiper-bundle.min.js	C:/My%20Web%20Sites/OpenGive/cdn.jsdelivr.net/npm/swiper@10/swiper-bundle.min.js	(from https://gesia.io/)
18:27:29	647517/647517	---M--	200	added ('OK')	image/jpeg	etag:W/%221320063-647517-2024-04-18T16:11:02.356Z%22	https://gesia.io/common/resources/img-slide1.jpg	C:/My%20Web%20Sites/OpenGive/gesia.io/common/resources/img-slide1.jpg	(from https://gesia.io/)
18:27:29	523453/523453	---M--	200	added ('OK')	image/jpeg	etag:W/%221320064-523453-2024-04-18T16:11:02.372Z%22	https://gesia.io/common/resources/img-slide2.jpg	C:/My%20Web%20Sites/OpenGive/gesia.io/common/resources/img-slide2.jpg	(from https://gesia.io/)
18:27:30	7369/7369	---M--	200	added ('OK')	application/javascript	etag:W/%221320053-7369-2024-04-18T16:11:02.032Z%22	https://gesia.io/common/js/common.js?update=240410	C:/My%20Web%20Sites/OpenGive/gesia.io/common/js/commond5b4.js	(from https://gesia.io/)
18:27:30	3083/3083	---M-Z	200	added ('OK')	text/css	etag:W/%22c0b-E+fXwdxUL+WSs5gUAOGg3He35Mg%22	https://cdn.jsdelivr.net/gh/orioncactus/pretendard/dist/web/static/pretendard.css	C:/My%20Web%20Sites/OpenGive/cdn.jsdelivr.net/gh/orioncactus/pretendard/dist/web/static/pretendard.css	(from https://gesia.io/common/css/common.css?update=240418_1216)
18:27:30	644716/644716	---M--	200	added ('OK')	image/jpeg	etag:W/%221320065-644716-2024-04-18T16:11:02.400Z%22	https://gesia.io/common/resources/img-slide3.jpg	C:/My%20Web%20Sites/OpenGive/gesia.io/common/resources/img-slide3.jpg	(from https://gesia.io/)
18:27:30	158/158	---M--	200	added ('OK')	image/png	etag:W/%221320081-158-2024-04-18T16:11:02.760Z%22	https://gesia.io/common/resources/icon/icon-plus.png	C:/My%20Web%20Sites/OpenGive/gesia.io/common/resources/icon/icon-plus.png	(from https://gesia.io/common/css/layout.css?update=240418_1216)
18:27:31	6241/6241	---M--	200	added ('OK')	image/png	etag:W/%221320068-6241-2024-04-18T16:11:02.504Z%22	https://gesia.io/common/resources/logo-gesiaplatformFull.png	C:/My%20Web%20Sites/OpenGive/gesia.io/common/resources/logo-gesiaplatformFull.png	(from https://gesia.io/common/css/layout.css?update=240418_1216)
18:27:31	250/250	---M--	200	added ('OK')	image/png	etag:W/%221320070-250-2024-04-18T16:11:02.580Z%22	https://gesia.io/common/resources/icon/icon-arrowLeft.png	C:/My%20Web%20Sites/OpenGive/gesia.io/common/resources/icon/icon-arrowLeft.png	(from https://gesia.io/common/css/layout.css?update=240418_1216)
18:27:31	237/237	---M--	200	added ('OK')	image/png	etag:W/%221320071-237-2024-04-18T16:11:02.580Z%22	https://gesia.io/common/resources/icon/icon-arrowRight.png	C:/My%20Web%20Sites/OpenGive/gesia.io/common/resources/icon/icon-arrowRight.png	(from https://gesia.io/common/css/layout.css?update=240418_1216)
18:27:31	232/232	---M--	200	added ('OK')	image/png	etag:W/%221320072-232-2024-04-18T16:11:02.616Z%22	https://gesia.io/common/resources/icon/icon-arrowRightLong.png	C:/My%20Web%20Sites/OpenGive/gesia.io/common/resources/icon/icon-arrowRightLong.png	(from https://gesia.io/common/css/layout.css?update=240418_1216)
18:27:32	449/449	---M--	200	added ('OK')	image/png	etag:W/%221320077-449-2024-04-18T16:11:02.692Z%22	https://gesia.io/common/resources/icon/icon-menu.png	C:/My%20Web%20Sites/OpenGive/gesia.io/common/resources/icon/icon-menu.png	(from https://gesia.io/common/css/layout.css?update=240418_1216)
18:27:32	6192/6192	---M--	200	added ('OK')	image/png	etag:W/%221320078-6192-2024-04-18T16:11:02.720Z%22	https://gesia.io/common/resources/icon/icon-platform1.png	C:/My%20Web%20Sites/OpenGive/gesia.io/common/resources/icon/icon-platform1.png	(from https://gesia.io/common/css/layout.css?update=240418_1216)
18:27:32	19520/19520	---M--	200	added ('OK')	image/png	etag:W/%221320079-19520-2024-04-18T16:11:02.728Z%22	https://gesia.io/common/resources/icon/icon-platform2.png	C:/My%20Web%20Sites/OpenGive/gesia.io/common/resources/icon/icon-platform2.png	(from https://gesia.io/common/css/layout.css?update=240418_1216)
18:27:32	4533/4533	---M--	200	added ('OK')	image/png	etag:W/%221320080-4533-2024-04-18T16:11:02.756Z%22	https://gesia.io/common/resources/icon/icon-platform3.png	C:/My%20Web%20Sites/OpenGive/gesia.io/common/resources/icon/icon-platform3.png	(from https://gesia.io/common/css/layout.css?update=240418_1216)
18:27:32	1303/1303	---M--	200	added ('OK')	image/png	etag:W/%221320073-1303-2024-04-18T16:11:02.620Z%22	https://gesia.io/common/resources/icon/icon-commu1.png	C:/My%20Web%20Sites/OpenGive/gesia.io/common/resources/icon/icon-commu1.png	(from https://gesia.io/common/css/layout.css?update=240418_1216)
18:27:33	3454/3454	---M--	200	added ('OK')	image/png	etag:W/%221320074-3454-2024-04-18T16:11:02.652Z%22	https://gesia.io/common/resources/icon/icon-commu2.png	C:/My%20Web%20Sites/OpenGive/gesia.io/common/resources/icon/icon-commu2.png	(from https://gesia.io/common/css/layout.css?update=240418_1216)
18:27:33	1510/1510	---M--	200	added ('OK')	image/png	etag:W/%221320075-1510-2024-04-18T16:11:02.656Z%22	https://gesia.io/common/resources/icon/icon-commu3.png	C:/My%20Web%20Sites/OpenGive/gesia.io/common/resources/icon/icon-commu3.png	(from https://gesia.io/common/css/layout.css?update=240418_1216)
18:27:33	991/991	---M--	200	added ('OK')	image/png	etag:W/%221320076-991-2024-04-18T16:11:02.684Z%22	https://gesia.io/common/resources/icon/icon-commu4.png	C:/My%20Web%20Sites/OpenGive/gesia.io/common/resources/icon/icon-commu4.png	(from https://gesia.io/common/css/layout.css?update=240418_1216)
18:27:34	309657/309657	---M--	200	added ('OK')	image/png	etag:W/%221320082-309657-2024-04-18T16:11:02.808Z%22	https://gesia.io/common/resources/icon/img-object1.png	C:/My%20Web%20Sites/OpenGive/gesia.io/common/resources/icon/img-object1.png	(from https://gesia.io/common/css/layout.css?update=240418_1216)
18:27:34	785/785	---M--	200	added ('OK')	image/png	etag:W/%221320067-785-2024-04-18T16:11:02.472Z%22	https://gesia.io/common/resources/logo-gesiaplatformC.png	C:/My%20Web%20Sites/OpenGive/gesia.io/common/resources/logo-gesiaplatformC.png	(from https://gesia.io/common/css/layout.css?update=240418_1216)
18:27:34	670300/670300	---M--	200	added ('OK')	image/png	etag:W/%221320084-670300-2024-04-18T16:11:02.856Z%22	https://gesia.io/common/resources/icon/img-object3.png	C:/My%20Web%20Sites/OpenGive/gesia.io/common/resources/icon/img-object3.png	(from https://gesia.io/common/css/layout.css?update=240418_1216)
18:27:34	3764/3764	---M--	200	added ('OK')	image/png	etag:W/%221320066-3764-2024-04-18T16:11:02.448Z%22	https://gesia.io/common/resources/logo-gesiaplatform.png	C:/My%20Web%20Sites/OpenGive/gesia.io/common/resources/logo-gesiaplatform.png	(from https://gesia.io/common/css/layout.css?update=240418_1216)
18:27:35	178/178	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2010%20Jun%202024%2012:57:34%20GMT	https://gesia.io/common/css/<path-to-image	C:/My%20Web%20Sites/OpenGive/gesia.io/common/css/_path-to-image	(from https://gesia.io/common/css/contents.css?update=240418_1216)
18:27:35	255408/255408	---M--	200	added ('OK')	image/png	etag:W/%221320059-255408-2024-04-18T16:11:02.220Z%22	https://gesia.io/common/resources/img-buildit1.png	C:/My%20Web%20Sites/OpenGive/gesia.io/common/resources/img-buildit1.png	(from https://gesia.io/common/css/contents.css?update=240418_1216)
18:27:36	1541915/1541915	---M--	200	added ('OK')	image/png	etag:W/%221320083-1541915-2024-04-18T16:11:02.828Z%22	https://gesia.io/common/resources/icon/img-object2.png	C:/My%20Web%20Sites/OpenGive/gesia.io/common/resources/icon/img-object2.png	(from https://gesia.io/common/css/layout.css?update=240418_1216)
18:27:36	1112420/1112420	---M--	200	added ('OK')	image/png	etag:W/%221320060-1112420-2024-04-18T16:11:02.304Z%22	https://gesia.io/common/resources/img-buildit2.png	C:/My%20Web%20Sites/OpenGive/gesia.io/common/resources/img-buildit2.png	(from https://gesia.io/common/css/contents.css?update=240418_1216)
18:27:37	738833/738833	---M--	200	added ('OK')	image/png	etag:W/%221320061-738833-2024-04-18T16:11:02.292Z%22	https://gesia.io/common/resources/img-buildit3.png	C:/My%20Web%20Sites/OpenGive/gesia.io/common/resources/img-buildit3.png	(from https://gesia.io/common/css/contents.css?update=240418_1216)
